business_dba_name,premise_city,premise_county,premise_street_address,premise_zip_code,licensing_authority_id,licensing_authority,license_status,license_designation,premise_state,business_image_url,license_status_date,license_term,issue_date,expiration_date,business_email,business_owner_name,business_structure,business_website,activity,business_phone,parcel_number,business_legal_name,data_refreshed_date,license_number,license_type,id,premise_latitude,premise_longitude
Uplift Botanicals,Portland,Multnomah,5421 Ne 33Rd Ave,97211,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,UPLIFT BOTANICALS,2023-05-02T00:00:00,050 10039071885,Recreational Retailer,050 10039071885,45.5624445,-122.6308829
Urban Farmacy,Portland,Multnomah,420 Ne 60Th Avenue,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,URBAN FARMACY,2023-05-02T00:00:00,050 10038053342,Recreational Retailer,050 10038053342,45.52607769999999,-122.6020738
Vidaverde,Portland,Multnomah,7333 Ne Glisan St.,97213,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,VIDAVERDE,2023-05-02T00:00:00,050 101197860FD,Recreational Retailer,050 101197860FD,45.5265907,-122.5870273
Virtue Supply Company,Portland,Multnomah,510 Nw 11Th Ave,97209,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,VIRTUE SUPPLY COMPANY,2023-05-02T00:00:00,050 100456999AB,Recreational Retailer,050 100456999AB,45.52679560000001,-122.6821225
Weed Land Inc,Portland,Multnomah,4027 N Interstate Ave,97227,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WEED LAND INC,2023-05-02T00:00:00,050 1015918D2F6,Recreational Retailer,050 1015918D2F6,45.5525651,-122.6813256
West,Portland,Multnomah,2824 Sw Sam Jackson Park Rd,97201,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,WEST,2023-05-02T00:00:00,050 1004135DBFA,Recreational Retailer,050 1004135DBFA,45.5024343,-122.6889343
Wild West Emporium - Jantzen Beach,Portland,Multnomah,11850 N Center Ave,97217,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WILD WEST EMPORIUM - JANTZEN BEACH,2023-05-02T00:00:00,050 101753431B1,Recreational Retailer,050 101753431B1,45.6089268,-122.6814818
"Wild West Emporium, Duke Street",Portland,Multnomah,"6126 Se Duke St, Unit A",97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"WILD WEST EMPORIUM, DUKE STREET",2023-05-02T00:00:00,050 10063534435,Recreational Retailer,050 10063534435,45.4756862,-122.6003995
"Wild West Emporium, Sandy Blvd",Portland,Multnomah,"15350 Ne Sandy Blvd, Unit C",97230,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"WILD WEST EMPORIUM, SANDY BLVD",2023-05-02T00:00:00,050 1006325AD11,Recreational Retailer,050 1006325AD11,45.551101,-122.5040511
Willamette Valley Cannabis Company,Portland,Multnomah,8265 Se Mcloughlin Blvd,97202,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WILLAMETTE VALLEY CANNABIS COMPANY,2023-05-02T00:00:00,050 1022872F919,Recreational Retailer,050 1022872F919,45.4630337,-122.6390453
Xclusives Taste,Portland,Multnomah,5311 Se Powell Blvd Suite 102,97206,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,XCLUSIVES TASTE,2023-05-02T00:00:00,050 1017832BF9E,Recreational Retailer,050 1017832BF9E,45.4977427,-122.6076703
Zion Cannabis,Portland,Multnomah,2331 Sw 6Th Ave.,97201,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ZION CANNABIS,2023-05-02T00:00:00,050 10039294D00,Recreational Retailer,050 10039294D00,45.5060977,-122.6845588
Tetra Cannabis,Troutdale,Multnomah,809 Ne Harlow Road,97060,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TETRA CANNABIS,2023-05-02T00:00:00,050 101114664FA,Recreational Retailer,050 101114664FA,45.5455934,-122.3875227
"Nw Compassion Medical Center, Inc",Wood Village,Multnomah,1970 Ne 238Th Drive Suite A & B,97060,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"NW COMPASSION MEDICAL CENTER, INC",2023-05-02T00:00:00,050 10158844904,Recreational Retailer,050 10158844904,45.5366458,-122.4181064
Knotty Leaves,Independence,Polk,769 N Main Suite C,97351,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,KNOTTY LEAVES,2023-05-02T00:00:00,050 10161982296,Recreational Retailer,050 10161982296,44.8602285,-123.1842961
Main Street Cannabis,Independence,Polk,"905 N Main Street, Suite A",97351,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MAIN STREET CANNABIS,2023-05-02T00:00:00,050 10168033385,Recreational Retailer,050 10168033385,44.8618549,-123.1841098
Blackbird Crow,Monmouth,Polk,593 Jackson St E,97361,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,BLACKBIRD CROW,2023-05-02T00:00:00,050 1006174477B,Recreational Retailer,050 1006174477B,44.84947409999999,-123.2295787
Monmouth Cannabis,Monmouth,Polk,210 South Pacific Highway Suite A,97361,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MONMOUTH CANNABIS,2023-05-02T00:00:00,050 100479383D7,Recreational Retailer,050 100479383D7,44.8472634,-123.2297026
Oasis Cannabis,Monmouth,Polk,221 Main Street East,97361,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OASIS CANNABIS,2023-05-02T00:00:00,050 1006107BBE8,Recreational Retailer,050 1006107BBE8,44.8484118,-123.2337166
Og Collective,Monmouth,Polk,140/142/144 N Pacific Hwy,97361,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OG COLLECTIVE,2023-05-02T00:00:00,050 10088445D61,Recreational Retailer,050 10088445D61,44.8485137,-123.2292989
Chalice Farms/Homegrown,Salem,Polk,1077 Edgewater Street Nw,97304,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CHALICE FARMS/HOMEGROWN,2023-05-02T00:00:00,050 10169922BD5,Recreational Retailer,050 10169922BD5,44.9418223,-123.0559491
Highly Cultivated,Salem,Polk,901 Edgewater St Nw,97304,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,HIGHLY CULTIVATED ,2023-05-02T00:00:00,050 1017243C0D9,Recreational Retailer,050 1017243C0D9,44.9430124,-123.0534931
Og Collective,Salem,Polk,908 Edgewater St Nw Suite 100,97304,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,OG COLLECTIVE,2023-05-02T00:00:00,050 10088445D61,Recreational Retailer,050 10088445D61,44.9426631,-123.0530772
West Salem Cannabis,Salem,Polk,2625 Salem Dallas Hwy Nw Ste 100,97304,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,WEST SALEM CANNABIS,2023-05-02T00:00:00,050 10009873CDF,Recreational Retailer,050 10009873CDF,44.9294987,-123.0811293
Going Green Grand Ronde,Willamina,Polk,8675 Fort Hill Rd.,97396,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GOING GREEN GRAND RONDE,2023-05-02T00:00:00,050 1004054A790,Recreational Retailer,050 1004054A790,45.0608254,-123.5554015
Sr Collective,Willamina,Polk,26033 Se Salmon River Highway,97396,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,SR COLLECTIVE,2023-05-02T00:00:00,050 101455619DD,Recreational Retailer,050 101455619DD,45.0622965,-123.5623856
Oregon Coast Cannabis,Manzanita,Tillamook,868 Laneda Avenue,97130,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON COAST CANNABIS,2023-05-02T00:00:00,050 1002834A6BC,Recreational Retailer,050 1002834A6BC,45.7187952,-123.9275047
Citi Zen,Pacific City,Tillamook,6305 Pacific Ave,97135,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CITI ZEN,2023-05-02T00:00:00,050 1004766AB16,Recreational Retailer,050 1004766AB16,45.2018303,-123.9632519
Green Ridge Pacific City,Pacific City,Tillamook,34970 Brooten Rd,97135,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,GREEN RIDGE PACIFIC CITY ,2023-05-02T00:00:00,050 1022771EB29,Recreational Retailer,050 1022771EB29,45.2022288,-123.962038
La Mota,Rockaway Beach,Tillamook,158 S Hwy 101,97136,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 10008693DF6,Recreational Retailer,050 10008693DF6,45.6121635,-123.9437781
Mr. Nice Guy Rockaway,Rockaway Beach,Tillamook,656 S. Highway 101,97136,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,MR. NICE GUY ROCKAWAY,2023-05-02T00:00:00,050 100435382A3,Recreational Retailer,050 100435382A3,45.6037312,-123.9452327
West,Rockaway Beach,Tillamook,480 Hwy101 South,97136,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,WEST,2023-05-02T00:00:00,050 1004602AE08,Recreational Retailer,050 1004602AE08,45.6064261,-123.9446348
Attis Trading Company,Tillamook,Tillamook,1830 Goodspeed Road North,97141,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ATTIS TRADING COMPANY,2023-05-02T00:00:00,050 1005162BFD5,Recreational Retailer,050 1005162BFD5,45.4709961,-123.8456318
Nectar,Tillamook,Tillamook,575 Main Avenue North,97141,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 1003307ED92,Recreational Retailer,050 1003307ED92,45.4615028,-123.8440611
Sweet Relief Tillamook,Tillamook,Tillamook,1906 1St St.,97141,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SWEET RELIEF TILLAMOOK,2023-05-02T00:00:00,050 1002555FF29,Recreational Retailer,050 1002555FF29,45.4580144,-123.8446389
Today'S Herbal Choice Tillamook Llc,Tillamook,Tillamook,2180 Larson Rd,97141,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,TODAY'S HERBAL CHOICE TILLAMOOK LLC,2023-05-02T00:00:00,050 101187459CB,Recreational Retailer,050 101187459CB,45.4696539,-123.8427804
Green Man Collective,Wheeler,Tillamook,"675 Nehalem Blvd., Ste. A",97147,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GREEN MAN COLLECTIVE,2023-05-02T00:00:00,050 1002874797E,Recreational Retailer,050 1002874797E,45.6892334,-123.882643
"High Desert Cannabis, Llc",Pendleton,Umatilla,341 Sw 20Th St,97801,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,"HIGH DESERT CANNABIS, LLC",2023-05-02T00:00:00,050 1006029FA55,Recreational Retailer,050 1006029FA55,45.6649584,-118.8051968
Kind Leaf Pendleton,Pendleton,Umatilla,1733 Sw Court Ave,97801,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,KIND LEAF PENDLETON,2023-05-02T00:00:00,050 10053577FB7,Recreational Retailer,050 10053577FB7,45.66819659999999,-118.804303
Pendleton Cannabis,Pendleton,Umatilla,816 Southgate,97801,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PENDLETON CANNABIS,2023-05-02T00:00:00,050 1022732561B,Recreational Retailer,050 1022732561B,45.6603334,-118.8073758
Thur'S Smoke Shop,Pendleton,Umatilla,502 Se 16Th St,97801,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THUR'S SMOKE SHOP,2023-05-02T00:00:00,050 100697186A7,Recreational Retailer,050 100697186A7,45.6744871,-118.7694324
Columbia River Herbals Llc,The Dalles,Wasco,2630 W 6Th St,97058,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,COLUMBIA RIVER HERBALS LLC,2023-05-02T00:00:00,,,,45.6161238,-121.2106047
Frontier Farms - The Dalles,The Dalles,Wasco,609 E. 2Nd St.,97058,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,FRONTIER FARMS - THE DALLES,2023-05-02T00:00:00,,,,45.59952699999999,-121.1775746
High Mountain Recreational,The Dalles,Wasco,2722 W 2Nd St,97058,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,HIGH MOUNTAIN RECREATIONAL,2023-05-02T00:00:00,,,,45.6182034,-121.2091973
M Thrive Organics Llc,The Dalles,Wasco,3226 West 2Nd Street,97058,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,M THRIVE ORGANICS LLC,2023-05-02T00:00:00,,,,45.6224308,-121.2117875
Three Kings Organics,The Dalles,Wasco,224 Terminal Ave,97058,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THREE KINGS ORGANICS,2023-05-02T00:00:00,,,,45.6096335,-121.1983875
Cream Cannabis,Banks,Washington,47700 Nw Sunset Hwy,97106,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,CREAM CANNABIS,2023-05-02T00:00:00,050 10145124694,Recreational Retailer,050 10145124694,45.6672389,-123.1680255
Broadway Cannabis Market,Beaverton,Washington,9952 Sw Beaverton Hillsdale Highway,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BROADWAY CANNABIS MARKET,2023-05-02T00:00:00,050 1016124DFA1,Recreational Retailer,050 1016124DFA1,45.4862028,-122.7791688
Cannabis Nation Beaverton,Beaverton,Washington,15915 Nw Schendel Ave #104,97006,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CANNABIS NATION BEAVERTON,2023-05-02T00:00:00,050 100164832B5,Recreational Retailer,050 100164832B5,45.5203784,-122.8409481
Electric Lettuce Denny,Beaverton,Washington,6950 Sw 105Th,97008,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ELECTRIC LETTUCE DENNY,2023-05-02T00:00:00,050 1009489D6FC,Recreational Retailer,050 1009489D6FC,45.4695961,-122.7840766
"Green Mart, Llc",Beaverton,Washington,12745 Sw Walker Rd. Ste 100A,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"GREEN MART, LLC",2023-05-02T00:00:00,050 10026091C87,Recreational Retailer,050 10026091C87,45.5026376,-122.808016
Growing Releaf,Beaverton,Washington,4160 Sw 109Th Ave,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,GROWING RELEAF,2023-05-02T00:00:00,050 10002248531,Recreational Retailer,050 10002248531,45.48996409999999,-122.7885886
Kaleafa,Beaverton,Washington,10920 Sw Beaverton Hillsdale Hwy.,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,KALEAFA,2023-05-02T00:00:00,050 10000407C53,Recreational Retailer,050 10000407C53,45.4862696,-122.7890844
La Mota,Beaverton,Washington,18918 Sw Shaw St,97078,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 1001367CE42,Recreational Retailer,050 1001367CE42,45.493513,-122.8717138
La Mota,Beaverton,Washington,3695 Sw Elliot Place,97006,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,LA MOTA ,2023-05-02T00:00:00,050 1001367CE42,Recreational Retailer,050 1001367CE42,45.4930594,-122.8530733
Nectar,Beaverton,Washington,8705 Sw Hall Blvd,97008,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.457035,-122.7834751
Nectar,Beaverton,Washington,14195 Sw Allen Blvd.,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,NECTAR,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.4767259,-122.8229022
Nectar,Beaverton,Washington,15930 Sw Regatta Ln,97006,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR ,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.5159982,-122.8413285
Nectar,Beaverton,Washington,20595 Sw Tualatin Valley Highway Ste 102,97003,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR ,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.4966374,-122.8890436
"Nectar Markets, Llc",Beaverton,Washington,10477 Sw Beaverton Hillsdale Hwy.,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,"NECTAR MARKETS, LLC",2023-05-02T00:00:00,050 10126352F60,Recreational Retailer,050 10126352F60,45.4869172,-122.7845208
Oregon Bud Company Llc,Beaverton,Washington,3270 Sw Cedar Hills Blvd #104,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,OREGON BUD COMPANY LLC,2023-05-02T00:00:00,050 1000652B6CC,Recreational Retailer,050 1000652B6CC,45.4962753,-122.8081962
The Green Planet,Beaverton,Washington,10100 Sw Canyon Rd,97005,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE GREEN PLANET,2023-05-02T00:00:00,050 1002260AA4F,Recreational Retailer,050 1002260AA4F,45.4929029,-122.780858
The Green Planet,Beaverton,Washington,21600 Sw Tv Highway,97006,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE GREEN PLANET,2023-05-02T00:00:00,050 1002260AA4F,Recreational Retailer,050 1002260AA4F,45.4970814,-122.8993079
Western Oregon Dispensary,Beaverton,Washington,19665 Sw Tualatin Valley Hwy Suite A,97006,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WESTERN OREGON DISPENSARY,2023-05-02T00:00:00,050 101043554F6,Recreational Retailer,050 101043554F6,45.4954119,-122.8793443
Mr. Nice Guy Retail,Cornelius,Washington,3146 Baseline St,97113,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,MR. NICE GUY RETAIL,2023-05-02T00:00:00,050 1011183437D,Recreational Retailer,050 1011183437D,45.5203887,-123.0326459
Bloominati Cannabis Corp.,Forest Grove,Washington,2420 Pacific Ave,97116,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,BLOOMINATI CANNABIS CORP.,2023-05-02T00:00:00,050 1013962E065,Recreational Retailer,050 1013962E065,45.5194307,-123.103985
Defyne Premium Cannabis,Forest Grove,Washington,3821 Pacific Avenue,97116,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DEFYNE PREMIUM CANNABIS,2023-05-02T00:00:00,050 10038830A67,Recreational Retailer,050 10038830A67,45.5206534,-123.0804365
La Mota,Forest Grove,Washington,3139 Pacific Ave,97116,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LA MOTA,2023-05-02T00:00:00,050 1001367CE42,Recreational Retailer,050 1001367CE42,45.5203587,-123.0911175
Nectar,Forest Grove,Washington,3331 Pacific Avenue,97116,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR ,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.5204,-123.0884769
Phresh Cannabis,Forest Grove,Washington,2743 19Th Avenue,97116,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PHRESH CANNABIS,2023-05-02T00:00:00,050 1003982A725,Recreational Retailer,050 1003982A725,45.5186477,-123.0974027
Defyne Premium Cannabis,Hillsboro,Washington,1775 Se Tualatin Valley Highway  Building A,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,DEFYNE PREMIUM CANNABIS,2023-05-02T00:00:00,050 10038830A67,Recreational Retailer,050 10038830A67,45.50855380000001,-122.9646145
Electric Lettuce Hillsboro,Hillsboro,Washington,2795 Se Tualatin Valley Hwy,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,ELECTRIC LETTUCE HILLSBORO,2023-05-02T00:00:00,050 10114962EEF,Recreational Retailer,050 10114962EEF,45.5040583,-122.9532403
Kaleafa,Hillsboro,Washington,353 Sw Walnut St.,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,KALEAFA,2023-05-02T00:00:00,050 10000407C53,Recreational Retailer,050 10000407C53,45.5178002,-122.9941876
Nectar,Hillsboro,Washington,1180 Se 13Th Ave,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,NECTAR ,2023-05-02T00:00:00,050 10081197FAB,Recreational Retailer,050 10081197FAB,45.5105586,-122.9686485
Speedy Janes,Hillsboro,Washington,733 Sw Dennis Ave,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,SPEEDY JANES,2023-05-02T00:00:00,050 1006350ECEF,Recreational Retailer,050 1006350ECEF,45.514575,-122.9961396
The Vth,Hillsboro,Washington,1234 Sw Baseline St. Suite A,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,THE VTH,2023-05-02T00:00:00,050 10045653650,Recreational Retailer,050 10045653650,45.5195587,-123.0031463
Western Oregon Dispensary,Hillsboro,Washington,652 Sw Baseline St.,97123,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,WESTERN OREGON DISPENSARY,2023-05-02T00:00:00,050 101043554F6,Recreational Retailer,050 101043554F6,45.5198563,-122.9975084
The Green Planet,King City,Washington,15350 Sw 116Th Ave,97224,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,THE GREEN PLANET,2023-05-02T00:00:00,050 1002260AA4F,Recreational Retailer,050 1002260AA4F,45.40854290000001,-122.7953414
Chalice Farms,Portland,Washington,"16735 Sw Pacific Hwy,",97224,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,CHALICE FARMS,2023-05-02T00:00:00,050 10079919CD9,Recreational Retailer,050 10079919CD9,45.3989229,-122.7992889
Electric Lettuce Cedar Hills,Portland,Washington,1450 Sw Marlow,97225,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,ELECTRIC LETTUCE CEDAR HILLS,2023-05-02T00:00:00,050 100241747B3,Recreational Retailer,050 100241747B3,45.5093112,-122.7832136
Local Leaf,Portland,Washington,7625 Sw Oleson Rd,97223,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,LOCAL LEAF,2023-05-02T00:00:00,050 10174822DB9,Recreational Retailer,050 10174822DB9,45.46501780000001,-122.7549036
Parlour Cannabis,Portland,Washington,4702 Sw Scholls Ferry Rd,97225,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use,OR,,,,,,,,,,,,,PARLOUR CANNABIS,2023-05-02T00:00:00,050 1017674D3AA,Recreational Retailer,050 1017674D3AA,45.4853763,-122.749366
Stone Age Farmacy,Portland,Washington,8621 Sw Canyon Dr.,97225,OLCC,Oregon Liquor and Cannabis Commission,Active,Adult-Use and Medicinal,OR,,,,,,,,,,,,,STONE AGE FARMACY,2023-05-02T00:00:00,050 1000292877D,Recreational Retailer,050 1000292877D,45.4986616,-122.7652718
